Punto_De_Venta,Tipo_De_Comprobante,Numero_De_Comprobante,Fecha_Emision,Fecha_Vencimiento,Fecha_Pago,Estado,CUIT/CUIL,Razon_Social,Condicion,SubTotal,,
99726,FCEA,47061200,23/7/2024,19/9/2024,null,Pendiente de pago,17-78289843-5,Empresa 1234 SAS,Régimen Simplificado,"3.532.476,00",,
73520,FCA,30468987,2/7/2021,30/7/2021,25/8/2021,Vencido,91-28066873-9,Persona 1861,IVA Sujeto Exento,"4.078.826,00",,
98103,FCEA,93790391,12/4/2019,16/5/2019,17/4/2019,Pagado,19-69739046-4,Empresa 657 SRL,IVA Sujeto Exento,"4.805.342,00",,
30643,FCC,76051787,5/3/2017,25/4/2017,null,Pendiente de pago,21-48597230-7,Persona 1514,Régimen Simplificado,"2.728.922,00",,
81862,FCA,16857538,14/10/2016,9/12/2016,null,Pendiente de pago,67-91954295-1,Persona 2201,Responsable Inscripto,"2.068.327,00",,
39133,FCEA,33964577,3/11/2017,10/12/2017,null,Pendiente de pago,43-94427447-4,Persona 2873,Responsable Inscripto,"269.664,00",,
26460,FCB,65935148,7/10/2015,29/11/2015,8/10/2015,Pagado,11-74060754-1,Persona 534,Régimen Simplificado,"2.053.239,00",,
79965,FCEA,80580179,26/8/2023,6/10/2023,null,Pendiente de pago,19-87576405-4,Empresa 385 SRL,Régimen Simplificado,"2.948.519,00",,
73817,FCC,62631015,15/7/2016,25/8/2016,null,Pendiente de pago,10-93061263-1,Empresa 570 S.A.,Régimen Simplificado,"4.891.486,00",,
11754,FCB,33659387,22/5/2020,18/6/2020,null,Pendiente de pago,22-68928039-7,Empresa 669 SRL,Responsable Inscripto,"3.645.226,00",,
78598,FCB,66692737,28/10/2014,25/11/2014,8/11/2014,Pagado,39-57831929-0,Persona 1241,Régimen Simplificado,"1.983.966,00",,
99276,FCEA,52515058,17/9/2015,14/11/2015,14/11/2015,Pagado,10-91139900-2,Persona 2113,Régimen Simplificado,"2.932.097,00",,
11192,FCB,88777495,13/5/2024,21/5/2024,null,Pendiente de pago,72-34008281-5,Empresa 1541 S.A.,Régimen Simplificado,"205.824,00",,
60968,FCEA,42170613,9/11/2024,13/11/2024,21/12/2024,Vencido,68-24098313-8,Persona 374,Régimen Simplificado,"174.935,00",,
40831,FCA,87643355,26/6/2018,4/8/2018,20/8/2018,Vencido,82-95234926-7,Persona 2890,Responsable Inscripto,"4.182.352,00",,
64247,FCEA,26008815,20/10/2014,28/11/2014,18/12/2014,Vencido,64-28881496-1,Persona 2143,Régimen Simplificado,"4.674.553,00",,
11856,FCB,52075342,3/7/2018,10/8/2018,1/9/2018,Vencido,97-32795389-3,Empresa 2515 S.A.,Responsable Inscripto,"3.545.766,00",,
38775,FCA,27191144,22/6/2017,16/8/2017,null,Pendiente de pago,75-32281107-8,Persona 836,IVA Sujeto Exento,"376.988,00",,
46744,FCC,76140509,20/9/2019,31/10/2019,30/9/2019,Pagado,15-12318780-8,Persona 1237,Régimen Simplificado,"4.415.834,00",,
64879,FCA,75074674,6/3/2018,1/4/2018,22/3/2018,Pagado,64-51944183-2,Empresa 2343 SAS,Régimen Simplificado,"156.634,00",,
94631,FCA,46576620,1/1/2015,2/2/2015,null,Pendiente de pago,68-75181686-0,Empresa 2267 SRL,Responsable Inscripto,"3.434.683,00",,
70041,FCC,49648925,22/4/2020,12/6/2020,21/6/2020,Vencido,13-76082330-6,Empresa 669 SAS,Régimen Simplificado,"178.954,00",,
52891,FCA,12382362,14/7/2016,29/8/2016,null,Pendiente de pago,59-84912126-9,Empresa 679 SRL,Régimen Simplificado,"1.191.318,00",,
79034,FCEA,51491596,28/9/2020,27/10/2020,22/10/2020,Pagado,19-32773772-9,Empresa 132 S.A.,IVA Sujeto Exento,"3.746.593,00",,
48782,FCA,85211238,15/4/2017,16/5/2017,19/5/2017,Vencido,37-75153335-8,Empresa 1099 SAS,Responsable Inscripto,"274.762,00",,
27323,FCA,40910710,16/4/2014,4/6/2014,9/5/2014,Pagado,38-27620880-6,Persona 1639,Régimen Simplificado,"1.849.569,00",,
46118,FCEA,64285215,12/2/2016,31/3/2016,5/4/2016,Vencido,20-61484061-4,Empresa 344 S.A.,IVA Sujeto Exento,"1.465.056,00",,
27820,FCA,68475257,12/12/2023,21/1/2024,24/1/2024,Vencido,55-94011955-5,Empresa 988 SRL,Responsable Inscripto,"127.893,00",,
74899,FCA,89667768,23/6/2018,14/7/2018,12/8/2018,Vencido,43-81050144-9,Empresa 2086 SRL,Responsable Inscripto,"314.720,00",,
21480,FCB,44312950,1/12/2020,26/12/2020,null,Pendiente de pago,74-33074922-1,Empresa 2454 S.A.,Responsable Inscripto,"1.777.911,00",,
51967,FCA,23046740,3/9/2023,16/10/2023,10/10/2023,Pagado,47-60721334-8,Persona 1003,Responsable Inscripto,"2.120.416,00",,
42516,FCA,16947150,7/5/2018,19/6/2018,31/5/2018,Pagado,36-76739481-0,Empresa 115 SRL,IVA Sujeto Exento,"4.816.209,00",,
59823,FCC,82960718,12/5/2020,30/6/2020,11/6/2020,Pagado,26-74932970-0,Persona 740,Régimen Simplificado,"2.765.083,00",,
64879,FCA,31227201,16/5/2016,12/7/2016,5/6/2016,Pagado,64-51944183-2,Empresa 2343 SAS,Régimen Simplificado,"766.057,00",,
47206,FCEA,43435022,19/11/2021,15/12/2021,10/1/2022,Vencido,78-76343362-5,Persona 2732,IVA Sujeto Exento,"224.374,00",,
92549,FCEA,97859865,12/4/2021,1/6/2021,5/6/2021,Vencido,81-41294138-3,Persona 1079,Responsable Inscripto,"4.813.172,00",,
33046,FCC,58635602,8/12/2015,15/1/2016,16/12/2015,Pagado,40-46126326-7,Empresa 2611 S.A.,IVA Sujeto Exento,"3.467.152,00",,
56552,FCA,20002949,30/5/2021,17/6/2021,null,Pendiente de pago,16-93416888-1,Empresa 1479 SAS,IVA Sujeto Exento,"2.523.315,00",,
36645,FCA,10642240,13/4/2024,19/4/2024,10/5/2024,Vencido,25-13116365-3,Persona 165,Responsable Inscripto,"3.819.116,00",,
61103,FCC,90424557,20/1/2020,29/1/2020,8/2/2020,Vencido,12-55029662-6,Empresa 1791 S.A.,Responsable Inscripto,"1.967.705,00",,
45509,FCEA,24953275,9/5/2017,1/7/2017,null,Pendiente de pago,25-55775425-4,Persona 1662,Responsable Inscripto,"600.607,00",,
88914,FCEA,12368142,28/8/2017,20/10/2017,null,Pendiente de pago,18-86679843-3,Persona 2663,Régimen Simplificado,"1.414.911,00",,
35561,FCB,57618781,5/9/2018,3/11/2018,23/9/2018,Pagado,74-31743145-5,Persona 1815,IVA Sujeto Exento,"4.312.327,00",,
19888,FCA,94520110,5/1/2015,28/1/2015,3/3/2015,Vencido,36-65667317-0,Empresa 777 S.A.,Régimen Simplificado,"2.904.061,00",,
41563,FCEA,66348340,1/10/2024,15/11/2024,9/10/2024,Pagado,15-33770560-0,Empresa 895 SAS,Régimen Simplificado,"1.168.317,00",,
58828,FCB,82265666,14/11/2022,25/11/2022,18/11/2022,Pagado,92-50222471-6,Empresa 2838 SAS,Responsable Inscripto,"1.772.609,00",,
83515,FCA,24160701,11/11/2014,14/11/2014,5/12/2014,Vencido,92-23304790-6,Empresa 1712 S.A.,Régimen Simplificado,"2.826.077,00",,
82660,FCB,37014508,27/11/2014,2/12/2014,null,Pendiente de pago,57-54732342-4,Empresa 498 SRL,Régimen Simplificado,"1.144.676,00",,
14702,FCEA,26289905,27/5/2021,18/7/2021,5/7/2021,Pagado,57-44067214-0,Empresa 2594 SRL,Régimen Simplificado,"4.254.717,00",,
40063,FCB,94069985,25/7/2024,18/8/2024,16/8/2024,Pagado,58-66998942-7,Empresa 1720 SRL,IVA Sujeto Exento,"1.265.728,00",,
39133,FCA,95608343,3/11/2015,20/11/2015,null,Pendiente de pago,43-94427447-4,Persona 2873,Responsable Inscripto,"3.638.818,00",,
60712,FCA,87443354,26/5/2019,15/7/2019,null,Pendiente de pago,81-34210018-7,Persona 1151,Responsable Inscripto,"1.693.731,00",,
89286,FCEA,65916845,14/9/2015,19/9/2015,null,Pendiente de pago,99-90139845-3,Empresa 41 S.A.,IVA Sujeto Exento,"1.181.584,00",,
21631,FCC,80837091,21/1/2017,14/3/2017,1/2/2017,Pagado,99-57206296-9,Persona 1703,Responsable Inscripto,"4.551.857,00",,
91671,FCEA,83207787,2/6/2015,31/7/2015,10/6/2015,Pagado,39-79796531-3,Empresa 2029 SAS,IVA Sujeto Exento,"4.518.588,00",,
75338,FCEA,34830958,31/1/2024,19/2/2024,null,Pendiente de pago,28-66070486-6,Persona 1574,Responsable Inscripto,"3.055.506,00",,
13269,FCA,29908305,26/2/2024,1/4/2024,null,Pendiente de pago,31-28077748-1,Persona 1715,Responsable Inscripto,"2.741.811,00",,
89286,FCA,33456697,2/9/2016,9/10/2016,6/9/2016,Pagado,99-90139845-3,Empresa 41 S.A.,IVA Sujeto Exento,"316.484,00",,
65711,FCB,24834080,2/8/2018,28/8/2018,null,Pendiente de pago,77-92012729-0,Empresa 217 SAS,Responsable Inscripto,"191.415,00",,
37091,FCEA,53237631,25/10/2023,28/11/2023,null,Pendiente de pago,45-77009962-7,Persona 1994,Responsable Inscripto,"1.411.075,00",,
38279,FCC,79050024,15/7/2020,24/7/2020,25/7/2020,Vencido,58-28126434-5,Persona 724,IVA Sujeto Exento,"1.191.872,00",,
24064,FCEA,20383052,8/3/2023,22/3/2023,null,Pendiente de pago,96-39345120-6,Persona 1517,IVA Sujeto Exento,"4.663.311,00",,
10704,FCEA,70449267,15/10/2020,4/12/2020,null,Pendiente de pago,93-19951076-6,Empresa 1010 SAS,Responsable Inscripto,"1.788.118,00",,
48322,FCA,67575728,9/2/2021,8/3/2021,20/2/2021,Pagado,64-65083304-9,Empresa 1142 SRL,Régimen Simplificado,"491.681,00",,
28882,FCA,33331511,9/12/2015,17/1/2016,25/12/2015,Pagado,82-31035500-2,Persona 494,Responsable Inscripto,"761.368,00",,
59108,FCEA,56088799,5/8/2014,25/9/2014,16/8/2014,Pagado,44-67605591-6,Empresa 1233 SAS,Responsable Inscripto,"1.168.312,00",,
45903,FCEA,24557594,4/10/2014,22/11/2014,null,Pendiente de pago,57-82884798-1,Empresa 2130 S.A.,IVA Sujeto Exento,"1.966.651,00",,
15811,FCB,76347253,7/7/2017,17/8/2017,null,Pendiente de pago,68-24006856-7,Empresa 1934 SRL,Régimen Simplificado,"2.477.316,00",,
64247,FCC,95352234,26/10/2020,5/12/2020,9/12/2020,Vencido,64-28881496-1,Persona 2143,Régimen Simplificado,"1.814.969,00",,
51391,FCB,93768821,9/10/2018,4/12/2018,9/11/2018,Pagado,14-94029379-2,Empresa 1781 SRL,Responsable Inscripto,"224.021,00",,
15677,FCB,72974028,7/6/2018,17/6/2018,null,Pendiente de pago,46-52501453-6,Persona 913,Régimen Simplificado,"782.491,00",,
55973,FCEA,21563512,30/6/2014,2/8/2014,5/7/2014,Pagado,67-20760831-7,Persona 1039,IVA Sujeto Exento,"1.393.167,00",,
98103,FCA,19725412,28/6/2021,17/7/2021,25/7/2021,Vencido,19-69739046-4,Empresa 657 SRL,IVA Sujeto Exento,"2.837.842,00",,
56395,FCA,26207928,27/7/2016,8/9/2016,26/8/2016,Pagado,36-57828380-7,Persona 821,Régimen Simplificado,"1.939.696,00",,
60044,FCEA,49898984,31/10/2023,23/12/2023,7/12/2023,Pagado,10-82893270-2,Persona 2356,IVA Sujeto Exento,"2.582.451,00",,
27323,FCA,11488712,26/1/2014,21/3/2014,27/3/2014,Vencido,38-27620880-6,Persona 1639,Régimen Simplificado,"378.996,00",,
51097,FCEA,67440430,14/9/2014,18/10/2014,25/9/2014,Pagado,70-18015602-9,Empresa 2810 SAS,IVA Sujeto Exento,"713.127,00",,
22343,FCEA,74164092,8/10/2014,14/10/2014,null,Pendiente de pago,33-80959587-8,Persona 1860,Responsable Inscripto,"3.123.646,00",,
10976,FCA,22637956,14/1/2023,21/2/2023,20/2/2023,Pagado,30-99482197-6,Empresa 50 S.A.,IVA Sujeto Exento,"4.272.709,00",,
14356,FCA,61458358,2/11/2020,9/11/2020,5/11/2020,Pagado,73-20396991-4,Empresa 571 SAS,Responsable Inscripto,"726.815,00",,
91670,FCB,86742949,17/7/2016,2/8/2016,15/9/2016,Vencido,83-47572663-5,Empresa 1724 SAS,IVA Sujeto Exento,"4.182.567,00",,
37965,FCEA,86352971,29/6/2016,24/8/2016,7/7/2016,Pagado,15-54266394-7,Persona 2224,Régimen Simplificado,"1.097.034,00",,
43454,FCC,79795602,11/4/2023,13/4/2023,null,Pendiente de pago,91-46790979-3,Empresa 929 S.A.,Régimen Simplificado,"1.377.374,00",,
86599,FCEA,87980439,30/3/2015,4/4/2015,null,Pendiente de pago,31-39466881-7,Persona 2217,IVA Sujeto Exento,"915.842,00",,
93088,FCEA,21485854,9/10/2021,25/10/2021,22/11/2021,Vencido,85-76366297-4,Empresa 1090 SRL,Régimen Simplificado,"3.607.244,00",,
57659,FCC,85422946,31/3/2022,29/4/2022,7/5/2022,Vencido,96-81978763-1,Empresa 1560 SAS,IVA Sujeto Exento,"4.850.779,00",,
28821,FCEA,65362387,11/7/2017,15/7/2017,15/7/2017,Vencido,61-50188530-5,Empresa 1270 SRL,Responsable Inscripto,"4.465.594,00",,
45713,FCA,73022037,29/12/2017,14/2/2018,null,Pendiente de pago,75-99441517-5,Empresa 126 SAS,Régimen Simplificado,"4.785.291,00",,
93490,FCC,99848448,28/4/2023,19/6/2023,11/6/2023,Pagado,19-37016576-6,Empresa 2867 S.A.,Responsable Inscripto,"4.807.225,00",,
20737,FCB,62315215,3/7/2019,13/8/2019,12/8/2019,Pagado,20-40796170-4,Persona 2449,Régimen Simplificado,"1.982.888,00",,
61401,FCC,14448408,2/4/2018,12/4/2018,4/4/2018,Pagado,80-73574072-4,Empresa 2718 SAS,IVA Sujeto Exento,"154.364,00",,
52108,FCEA,44444900,19/2/2024,28/2/2024,23/3/2024,Vencido,19-66527425-9,Empresa 1453 S.A.,Régimen Simplificado,"3.339.508,00",,
95693,FCA,36065853,30/10/2021,24/12/2021,null,Pendiente de pago,66-50578436-9,Persona 859,Responsable Inscripto,"2.153.603,00",,
84366,FCC,61735839,4/3/2019,13/4/2019,null,Pendiente de pago,30-67749466-6,Persona 2543,IVA Sujeto Exento,"1.536.684,00",,
28414,FCEA,30535533,18/8/2021,25/9/2021,22/8/2021,Pagado,34-54261721-2,Empresa 2419 SAS,IVA Sujeto Exento,"1.009.221,00",,
74899,FCEA,31762612,24/1/2022,25/2/2022,null,Pendiente de pago,43-81050144-9,Empresa 2086 SRL,Responsable Inscripto,"2.118.102,00",,
33046,FCB,11041960,9/7/2022,31/8/2022,null,Pendiente de pago,40-46126326-7,Empresa 2611 S.A.,IVA Sujeto Exento,"207.294,00",,
81758,FCEA,72477952,25/7/2014,19/9/2014,15/8/2014,Pagado,80-73593575-9,Empresa 119 SRL,Responsable Inscripto,"614.168,00",,
87987,FCC,86352125,4/1/2016,19/1/2016,null,Pendiente de pago,16-40577511-3,Persona 1884,IVA Sujeto Exento,"4.449.516,00",,
46232,FCEA,85533029,1/10/2014,11/11/2014,19/10/2014,Pagado,40-46010193-8,Empresa 1321 S.A.,Régimen Simplificado,"2.997.924,00",,
81758,FCA,37285361,6/2/2014,3/3/2014,6/3/2014,Vencido,80-73593575-9,Empresa 119 SRL,Responsable Inscripto,"4.541.608,00",,
30643,FCB,29293105,7/2/2023,2/4/2023,12/3/2023,Pagado,21-48597230-7,Persona 1514,Régimen Simplificado,"2.260.245,00",,
23165,FCB,85526427,11/9/2024,5/11/2024,8/11/2024,Vencido,64-40482674-4,Empresa 986 SRL,Responsable Inscripto,"1.719.821,00",,
56426,FCC,31053159,3/11/2023,11/12/2023,null,Pendiente de pago,61-24559982-7,Empresa 1319 SRL,Régimen Simplificado,"357.448,00",,
70659,FCA,89745171,6/7/2017,3/8/2017,null,Pendiente de pago,29-19300817-2,Empresa 1338 S.A.,IVA Sujeto Exento,"2.213.952,00",,
37997,FCEA,93408761,30/7/2015,3/9/2015,null,Pendiente de pago,78-65849467-5,Persona 564,Responsable Inscripto,"3.824.389,00",,
28414,FCB,35158104,6/11/2020,16/12/2020,2/12/2020,Pagado,34-54261721-2,Empresa 2419 SAS,IVA Sujeto Exento,"411.388,00",,
24581,FCB,41297194,14/4/2014,13/6/2014,null,Pendiente de pago,42-50145067-9,Empresa 1267 S.A.,Régimen Simplificado,"143.195,00",,
85971,FCB,88526142,9/9/2016,7/10/2016,null,Pendiente de pago,80-54344581-3,Empresa 216 S.A.,Régimen Simplificado,"2.017.831,00",,
27323,FCA,75924998,20/4/2018,28/4/2018,30/4/2018,Vencido,38-27620880-6,Persona 1639,Régimen Simplificado,"3.062.966,00",,
31220,FCB,12849730,10/12/2023,15/1/2024,null,Pendiente de pago,37-60255124-8,Empresa 2442 S.A.,IVA Sujeto Exento,"2.605.225,00",,
60093,FCB,36277452,13/10/2014,5/12/2014,null,Pendiente de pago,75-59573796-2,Persona 1675,IVA Sujeto Exento,"4.001.095,00",,
90719,FCA,46412679,26/8/2015,2/10/2015,null,Pendiente de pago,40-29839586-6,Empresa 2946 SAS,IVA Sujeto Exento,"2.714.759,00",,
94144,FCEA,12901206,16/3/2024,2/5/2024,15/5/2024,Vencido,86-64545431-5,Empresa 2590 SRL,Régimen Simplificado,"1.751.134,00",,
14315,FCEA,82346705,29/8/2017,2/9/2017,12/9/2017,Vencido,86-72592470-8,Empresa 2733 SAS,Régimen Simplificado,"296.706,00",,
45759,FCA,46544815,26/10/2014,23/12/2014,null,Pendiente de pago,88-88963091-4,Empresa 2394 SAS,Responsable Inscripto,"1.900.307,00",,
47298,FCA,14243451,11/11/2023,9/1/2024,14/11/2023,Pagado,16-49741784-2,Empresa 515 SAS,IVA Sujeto Exento,"3.010.512,00",,
24336,FCEA,42316802,21/3/2024,27/3/2024,3/5/2024,Vencido,61-39081804-6,Empresa 272 S.A.,IVA Sujeto Exento,"1.118.412,00",,
97726,FCB,37362774,11/5/2022,12/6/2022,16/5/2022,Pagado,70-12281632-0,Persona 416,Responsable Inscripto,"827.514,00",,
61810,FCC,14069200,27/7/2017,22/9/2017,12/9/2017,Pagado,33-87540071-8,Empresa 1831 S.A.,Responsable Inscripto,"3.440.734,00",,
38331,FCC,43666979,10/6/2017,9/8/2017,6/7/2017,Pagado,21-91728357-2,Persona 610,Régimen Simplificado,"2.119.678,00",,
62404,FCB,49152957,24/3/2022,19/5/2022,7/5/2022,Pagado,80-57545592-8,Persona 1877,Régimen Simplificado,"2.873.075,00",,
42334,FCA,28262928,4/9/2018,20/9/2018,9/9/2018,Pagado,84-12353543-2,Persona 1607,Responsable Inscripto,"2.236.191,00",,
28821,FCB,86721614,29/4/2014,19/5/2014,null,Pendiente de pago,61-50188530-5,Empresa 1270 SRL,Responsable Inscripto,"3.915.714,00",,
39376,FCC,84475181,18/8/2016,6/9/2016,null,Pendiente de pago,72-87276855-2,Persona 134,Régimen Simplificado,"246.028,00",,
11694,FCC,53732644,17/7/2016,15/8/2016,27/7/2016,Pagado,51-78673288-3,Persona 2302,Régimen Simplificado,"4.123.661,00",,
12775,FCEA,68486269,7/10/2015,4/11/2015,null,Pendiente de pago,98-65218323-6,Empresa 1534 SAS,Responsable Inscripto,"3.081.056,00",,
87712,FCC,96542971,8/12/2016,21/12/2016,1/2/2017,Vencido,70-24465052-6,Persona 195,IVA Sujeto Exento,"2.796.511,00",,
56098,FCA,65405897,20/3/2024,26/3/2024,9/5/2024,Vencido,86-26088519-5,Persona 2525,Responsable Inscripto,"263.178,00",,
49507,FCB,57847992,11/5/2021,22/6/2021,24/6/2021,Vencido,91-12646938-0,Empresa 652 S.A.,Responsable Inscripto,"2.794.448,00",,
78420,FCB,71268293,25/4/2014,13/6/2014,null,Pendiente de pago,59-86494597-0,Persona 1708,Régimen Simplificado,"184.775,00",,
79218,FCC,74899398,4/11/2023,18/11/2023,21/11/2023,Vencido,47-27192559-0,Persona 1217,Régimen Simplificado,"2.522.543,00",,
88040,FCB,50828609,10/4/2016,15/4/2016,25/4/2016,Vencido,44-69133816-2,Persona 2068,Responsable Inscripto,"1.784.697,00",,
49563,FCC,86489343,11/5/2023,17/5/2023,29/6/2023,Vencido,49-64398627-8,Empresa 920 SAS,Régimen Simplificado,"353.844,00",,
22159,FCC,72863871,19/3/2014,27/4/2014,17/4/2014,Pagado,65-54293764-2,Persona 1245,Responsable Inscripto,"4.812.517,00",,
14807,FCC,58779978,17/8/2023,11/10/2023,11/9/2023,Pagado,72-48674262-4,Persona 523,Responsable Inscripto,"2.709.227,00",,
31909,FCB,64040142,6/4/2015,18/5/2015,24/4/2015,Pagado,97-43257143-8,Persona 2141,IVA Sujeto Exento,"350.661,00",,
47126,FCC,51539842,5/4/2018,26/4/2018,3/5/2018,Vencido,18-82222140-8,Empresa 1085 S.A.,IVA Sujeto Exento,"4.239.519,00",,
93780,FCC,23807684,14/5/2018,1/6/2018,17/6/2018,Vencido,27-53358980-2,Empresa 214 S.A.,Régimen Simplificado,"2.298.397,00",,
24233,FCA,93825197,4/9/2015,1/10/2015,25/10/2015,Vencido,20-77052589-7,Persona 1073,Régimen Simplificado,"2.750.701,00",,
34808,FCA,91605803,18/4/2022,24/5/2022,17/6/2022,Vencido,10-80690235-5,Empresa 902 S.A.,IVA Sujeto Exento,"3.100.179,00",,
45971,FCEA,61370894,27/6/2017,10/8/2017,21/7/2017,Pagado,36-95087610-6,Empresa 639 SAS,IVA Sujeto Exento,"1.790.409,00",,
14702,FCB,92415137,16/6/2023,13/7/2023,18/6/2023,Pagado,57-44067214-0,Empresa 2594 SRL,Régimen Simplificado,"3.436.689,00",,
64785,FCA,27527958,2/9/2015,14/9/2015,null,Pendiente de pago,24-91073844-3,Empresa 2416 S.A.,Responsable Inscripto,"3.008.779,00",,
38459,FCB,95054315,18/10/2019,27/10/2019,null,Pendiente de pago,82-45446688-7,Persona 2909,Régimen Simplificado,"2.215.466,00",,
54125,FCB,49315966,31/1/2024,31/3/2024,null,Pendiente de pago,92-21154639-3,Empresa 2471 SRL,Régimen Simplificado,"2.910.988,00",,
13269,FCB,18751702,16/5/2024,11/6/2024,null,Pendiente de pago,31-28077748-1,Persona 1715,Responsable Inscripto,"461.258,00",,
19854,FCEA,72793268,26/11/2024,31/12/2024,24/12/2024,Pagado,59-86395230-2,Empresa 1663 SAS,Responsable Inscripto,"2.618.089,00",,
19342,FCEA,29366804,15/12/2023,30/12/2023,null,Pendiente de pago,91-59245564-9,Persona 2955,Régimen Simplificado,"237.186,00",,
28414,FCB,31788126,2/5/2018,27/5/2018,null,Pendiente de pago,34-54261721-2,Empresa 2419 SAS,IVA Sujeto Exento,"3.340.031,00",,
15677,FCA,86464801,24/12/2019,8/2/2020,10/1/2020,Pagado,46-52501453-6,Persona 913,Régimen Simplificado,"2.531.837,00",,
87987,FCC,95908610,10/2/2017,13/2/2017,18/3/2017,Vencido,16-40577511-3,Persona 1884,IVA Sujeto Exento,"2.213.994,00",,
99797,FCEA,20460049,30/1/2023,15/3/2023,2/2/2023,Pagado,91-73980172-8,Persona 1587,Responsable Inscripto,"1.434.851,00",,
28821,FCA,87966611,25/12/2017,16/1/2018,null,Pendiente de pago,61-50188530-5,Empresa 1270 SRL,Responsable Inscripto,"4.543.959,00",,
49193,FCB,11772100,7/3/2017,28/4/2017,22/4/2017,Pagado,46-68223363-8,Empresa 1006 SAS,IVA Sujeto Exento,"2.407.991,00",,
88040,FCC,16556254,23/1/2018,14/3/2018,null,Pendiente de pago,44-69133816-2,Persona 2068,Responsable Inscripto,"468.840,00",,
57583,FCC,90332102,18/9/2019,16/10/2019,15/10/2019,Pagado,88-46938850-5,Empresa 536 SRL,Régimen Simplificado,"494.441,00",,
56858,FCC,50142784,15/6/2018,8/7/2018,5/7/2018,Pagado,20-67384273-3,Empresa 2893 SAS,Responsable Inscripto,"3.227.655,00",,
31177,FCEA,59491142,16/9/2022,30/10/2022,null,Pendiente de pago,40-48272196-2,Empresa 2119 SAS,Responsable Inscripto,"2.456.206,00",,
75223,FCEA,35957962,7/12/2023,8/12/2023,31/1/2024,Vencido,38-54614621-9,Empresa 2992 S.A.,Responsable Inscripto,"4.297.418,00",,
71109,FCB,25086984,26/2/2017,2/3/2017,23/4/2017,Vencido,14-73701449-2,Persona 477,IVA Sujeto Exento,"482.981,00",,
31696,FCEA,86319278,29/12/2017,13/2/2018,null,Pendiente de pago,94-81167959-3,Empresa 1348 SRL,Régimen Simplificado,"3.957.666,00",,
91896,FCA,58158297,4/10/2024,29/11/2024,27/10/2024,Pagado,86-11196220-2,Empresa 710 SRL,Régimen Simplificado,"1.947.207,00",,
61810,FCC,94994033,21/10/2023,13/12/2023,null,Pendiente de pago,33-87540071-8,Empresa 1831 S.A.,Responsable Inscripto,"4.019.507,00",,
79505,FCA,11187759,20/5/2021,29/5/2021,null,Pendiente de pago,68-66691348-5,Empresa 1925 S.A.,Responsable Inscripto,"460.862,00",,
27288,FCC,22233902,2/2/2014,12/2/2014,null,Pendiente de pago,51-51398530-9,Persona 1061,IVA Sujeto Exento,"2.101.828,00",,
34381,FCA,87999721,17/2/2020,15/4/2020,null,Pendiente de pago,96-55157321-4,Persona 607,Responsable Inscripto,"4.152.143,00",,
78204,FCB,62654239,25/6/2016,25/7/2016,10/7/2016,Pagado,63-61208923-9,Persona 763,Régimen Simplificado,"416.148,00",,
95456,FCA,57594169,30/5/2023,9/7/2023,20/7/2023,Vencido,34-29525398-7,Persona 624,Responsable Inscripto,"4.550.543,00",,
15028,FCC,64533845,3/7/2019,3/8/2019,26/7/2019,Pagado,81-52872792-5,Empresa 2954 S.A.,Responsable Inscripto,"66.039,00",,
45509,FCB,99638240,29/12/2017,9/1/2018,24/1/2018,Vencido,25-55775425-4,Persona 1662,Responsable Inscripto,"289.164,00",,
18760,FCA,22000812,30/11/2016,8/1/2017,null,Pendiente de pago,88-47747757-8,Persona 2756,IVA Sujeto Exento,"3.803.024,00",,
34118,FCC,10778956,6/11/2021,21/12/2021,null,Pendiente de pago,65-31296467-0,Empresa 2342 SRL,Responsable Inscripto,"3.544.117,00",,
55108,FCB,48318858,17/6/2016,22/7/2016,27/7/2016,Vencido,32-61455770-9,Empresa 1452 SRL,Régimen Simplificado,"1.027.751,00",,
